slide_id,img_id,tumor
2019-10195-1-2-2_2019-05-28 19_12_24-lv1-43980-10703-3804-4062,2019-10195-1-2-2_2019-05-28 19_12_24-lv1-43980-10703-3804-4062p0004.png,0
2019-06-11 00_58_36-lv1-7052-20394-9882-10259,2019-06-11 00_58_36-lv1-7052-20394-9882-10259p0092.png,0
2019-10732-1-3-3_2019-05-28 16_55_15-lv1-18831-12387-3410-8559,2019-10732-1-3-3_2019-05-28 16_55_15-lv1-18831-12387-3410-8559p0023.png,0
D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475,D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475p0007.png,0
D20180723501_2019-06-10 13_47_37-lv1-15778-1569-3997-4912,D20180723501_2019-06-10 13_47_37-lv1-15778-1569-3997-4912p0008.png,0
1900836001_2019-06-11 13_14_48-lv1-32827-16059-4438-4132,1900836001_2019-06-11 13_14_48-lv1-32827-16059-4438-4132p0006.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-33161-13840-6341-3222,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-33161-13840-6341-3222p0018.png,0
2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965p0040.png,0
2019-10503-1-1-1_2019-05-28 17_51_26-lv1-29114-7260-2985-14450,2019-10503-1-1-1_2019-05-28 17_51_26-lv1-29114-7260-2985-14450p0005.png,0
D20190445103_2019-06-10 14_26_02-lv1-16400-15396-5392-7030,D20190445103_2019-06-10 14_26_02-lv1-16400-15396-5392-7030p0025.png,0
2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874,2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874p0030.png,0
1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175,1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175p0028.png,0
2019-10195-1-2-2_2019-05-28 19_12_24-lv1-43980-10703-3804-4062,2019-10195-1-2-2_2019-05-28 19_12_24-lv1-43980-10703-3804-4062p0001.png,0
2019-06-11 01_00_50-lv1-1956-12720-11095-7901,2019-06-11 01_00_50-lv1-1956-12720-11095-7901p0009.png,0
2019-06-11 00_58_36-lv1-820-6042-6546-12714,2019-06-11 00_58_36-lv1-820-6042-6546-12714p0034.png,0
2019-05891-1-4-4_2019-05-29 03_22_47-lv1-36685-4784-4743-4585,2019-05891-1-4-4_2019-05-29 03_22_47-lv1-36685-4784-4743-4585p0009.png,0
1902369001_2019-06-11 12_30_17-lv1-24621-16433-4669-6003,1902369001_2019-06-11 12_30_17-lv1-24621-16433-4669-6003p0006.png,0
2019-06-11 01_00_50-lv1-1956-12720-11095-7901,2019-06-11 01_00_50-lv1-1956-12720-11095-7901p0007.png,0
2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965p0057.png,0
2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156p0024.png,0
2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965p0056.png,0
2019-10507-1-1-1_2019-05-28 17_41_21-lv1-32379-4783-6197-6790,2019-10507-1-1-1_2019-05-28 17_41_21-lv1-32379-4783-6197-6790p0023.png,0
2019-10953-1-1-1_2019-05-28 15_28_03-lv1-30405-982-7616-7742,2019-10953-1-1-1_2019-05-28 15_28_03-lv1-30405-982-7616-7742p0011.png,0
2019-06-11 00_55_09-lv1-28455-933-3881-4470,2019-06-11 00_55_09-lv1-28455-933-3881-4470p0009.png,0
2019-10737-1-2-2_2019-05-28 16_19_15-lv1-30685-21461-7932-5491,2019-10737-1-2-2_2019-05-28 16_19_15-lv1-30685-21461-7932-5491p0019.png,0
2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414,2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414p0045.png,0
1800769002_2019-06-11 13_32_47-lv1-37227-12624-3370-2527,1800769002_2019-06-11 13_32_47-lv1-37227-12624-3370-2527p0003.png,0
2019-07498-1-1-1_2019-05-29 08_39_10-lv1-37980-7135-8091-5797,2019-07498-1-1-1_2019-05-29 08_39_10-lv1-37980-7135-8091-5797p0037.png,0
2019-06-04 17_00_32-lv1-2300-10740-3824-2847,2019-06-04 17_00_32-lv1-2300-10740-3824-2847p0010.png,0
2019-07506-1-3-3_2019-05-29 06_19_09-lv1-26994-7875-5933-4397,2019-07506-1-3-3_2019-05-29 06_19_09-lv1-26994-7875-5933-4397p0021.png,0
2019-08976-1-1-1_2019-05-28 23_07_27-lv1-54636-8351-5285-8025,2019-08976-1-1-1_2019-05-28 23_07_27-lv1-54636-8351-5285-8025p0030.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-33161-13840-6341-3222,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-33161-13840-6341-3222p0002.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950p0008.png,0
D20190284802_2019-06-10 15_06_21-lv1-16310-12946-4950-3583,D20190284802_2019-06-10 15_06_21-lv1-16310-12946-4950-3583p0009.png,0
2019-06-04 17_08_52-lv1-16428-11718-4556-4938,2019-06-04 17_08_52-lv1-16428-11718-4556-4938p0010.png,0
2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156p0029.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-25906-27222-11411-7160,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-25906-27222-11411-7160p0014.png,0
D20180723501_2019-06-10 13_47_37-lv1-5074-30454-4941-5296,D20180723501_2019-06-10 13_47_37-lv1-5074-30454-4941-5296p0007.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-38935-29409-9948-4414,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-38935-29409-9948-4414p0042.png,0
2019-07502-1-2-2_2019-05-29 07_05_35-lv1-40805-21573-6383-5024,2019-07502-1-2-2_2019-05-29 07_05_35-lv1-40805-21573-6383-5024p0019.png,0
1900769002_2019-06-11 13_19_00-lv1-16645-13460-4716-4003,1900769002_2019-06-11 13_19_00-lv1-16645-13460-4716-4003p0014.png,0
2019-08863-1-1-1_2019-05-29 00_31_57-lv1-26775-8699-9357-4453,2019-08863-1-1-1_2019-05-29 00_31_57-lv1-26775-8699-9357-4453p0020.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0060.png,0
D20190445003_2019-06-10 14_30_16-lv1-17239-5355-2025-3631,D20190445003_2019-06-10 14_30_16-lv1-17239-5355-2025-3631p0008.png,0
2019-05890-1-4-4_2019-05-29 03_52_40-lv1-47737-11154-7802-9929,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-47737-11154-7802-9929p0044.png,0
D20190399101_2019-06-10 14_34_19-lv1-20934-28904-6720-5415,D20190399101_2019-06-10 14_34_19-lv1-20934-28904-6720-5415p0036.png,0
2019-08980-1-1-1_2019-05-28 21_41_50-lv1-56141-20419-6353-6092,2019-08980-1-1-1_2019-05-28 21_41_50-lv1-56141-20419-6353-6092p0021.png,0
2019-06-11 00_58_36-lv1-7052-20394-9882-10259,2019-06-11 00_58_36-lv1-7052-20394-9882-10259p0045.png,0
2019-10213-1-1-1_2019-05-28 18_22_44-lv1-40441-15384-6755-6927,2019-10213-1-1-1_2019-05-28 18_22_44-lv1-40441-15384-6755-6927p0012.png,0
2019-08980-1-2-2_2019-05-28 21_32_39-lv1-57725-8547-5676-5415,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-57725-8547-5676-5415p0003.png,0
2019-10732-1-5-5_2019-05-28 16_40_29-lv1-37280-16311-8989-5437,2019-10732-1-5-5_2019-05-28 16_40_29-lv1-37280-16311-8989-5437p0037.png,0
2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324,2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324p0097.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360p0083.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899p0024.png,0
D20180591902_2019-06-10 13_28_09-lv1-1674-15873-4963-2856,D20180591902_2019-06-10 13_28_09-lv1-1674-15873-4963-2856p0008.png,0
2019-08980-1-2-2_2019-05-28 21_32_39-lv1-72667-1174-4502-6002,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-72667-1174-4502-6002p0006.png,0
2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392p0017.png,0
D20181168805_2019-06-10 11_18_54-lv1-18579-12686-3858-4185,D20181168805_2019-06-10 11_18_54-lv1-18579-12686-3858-4185p0013.png,0
1902160001_2019-06-11 12_36_32-lv1-39045-16016-3312-4096,1902160001_2019-06-11 12_36_32-lv1-39045-16016-3312-4096p0013.png,0
2019-10953-1-1-1_2019-05-28 15_28_03-lv1-38103-1971-7137-9882,2019-10953-1-1-1_2019-05-28 15_28_03-lv1-38103-1971-7137-9882p0030.png,0
2019-08863-1-1-1_2019-05-29 00_31_57-lv1-26775-8699-9357-4453,2019-08863-1-1-1_2019-05-29 00_31_57-lv1-26775-8699-9357-4453p0003.png,0
2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111p0017.png,0
D20181047302_2019-06-10 11_38_18-lv1-29203-11848-4255-4400,D20181047302_2019-06-10 11_38_18-lv1-29203-11848-4255-4400p0017.png,0
2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111p0028.png,0
2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677,2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677p0021.png,0
2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333,2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333p0031.png,0
2019-11827-1-1-1_2019-05-28 14_14_04-lv1-38890-14353-5119-7083,2019-11827-1-1-1_2019-05-28 14_14_04-lv1-38890-14353-5119-7083p0014.png,0
2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324,2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324p0094.png,0
2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861,2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861p0010.png,0
2019-08979-1-2-2_2019-05-28 22_27_41-lv1-66063-26372-3997-10123,2019-08979-1-2-2_2019-05-28 22_27_41-lv1-66063-26372-3997-10123p0012.png,0
D20180586802_2019-06-10 13_31_46-lv1-25458-17933-4214-2341,D20180586802_2019-06-10 13_31_46-lv1-25458-17933-4214-2341p0005.png,0
2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482,2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482p0034.png,0
D20190286206_2019-06-10 14_58_35-lv1-4261-12473-5210-3023,D20190286206_2019-06-10 14_58_35-lv1-4261-12473-5210-3023p0010.png,0
2019-07506-1-5-5_2019-05-29 06_09_14-lv1-14171-23920-4547-5510,2019-07506-1-5-5_2019-05-29 06_09_14-lv1-14171-23920-4547-5510p0007.png,0
2019-10953-1-1-1_2019-05-28 15_28_03-lv1-38103-1971-7137-9882,2019-10953-1-1-1_2019-05-28 15_28_03-lv1-38103-1971-7137-9882p0036.png,0
D20190445003_2019-06-10 14_30_16-lv1-17239-5355-2025-3631,D20190445003_2019-06-10 14_30_16-lv1-17239-5355-2025-3631p0002.png,0
2019-10737-1-5-5_2019-05-28 15_54_44-lv1-25095-13037-4256-2318,2019-10737-1-5-5_2019-05-28 15_54_44-lv1-25095-13037-4256-2318p0008.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-34745-28963-3989-6403,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-34745-28963-3989-6403p0024.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360p0016.png,0
D20180591902_2019-06-10 13_28_09-lv1-1674-15873-4963-2856,D20180591902_2019-06-10 13_28_09-lv1-1674-15873-4963-2856p0011.png,0
1903326001_2019-06-11 12_07_06-lv1-3173-23728-2837-3546,1903326001_2019-06-11 12_07_06-lv1-3173-23728-2837-3546p0002.png,0
2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874,2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874p0029.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0032.png,0
2019-07501-1-3-3_2019-05-29 07_53_41-lv1-35261-15594-3588-8743,2019-07501-1-3-3_2019-05-29 07_53_41-lv1-35261-15594-3588-8743p0032.png,0
2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137,2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137p0005.png,0
2019-05890-1-1-1_2019-05-29 04_16_22-lv1-25799-22836-8286-7829,2019-05890-1-1-1_2019-05-29 04_16_22-lv1-25799-22836-8286-7829p0031.png,0
2019-07498-1-1-1_2019-05-29 08_39_10-lv1-37980-7135-8091-5797,2019-07498-1-1-1_2019-05-29 08_39_10-lv1-37980-7135-8091-5797p0008.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950p0012.png,0
2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414,2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414p0017.png,0
2019-07501-1-4-4_2019-05-29 07_36_59-lv1-43309-12585-7519-4764,2019-07501-1-4-4_2019-05-29 07_36_59-lv1-43309-12585-7519-4764p0023.png,0
2019-11842-1-1-1_2019-05-28 14_22_48-lv1-29162-19047-3919-3782,2019-11842-1-1-1_2019-05-28 14_22_48-lv1-29162-19047-3919-3782p0002.png,0
2019-09191-1-1-1_2019-05-28 21_14_56-lv1-33108-20305-4335-2207,2019-09191-1-1-1_2019-05-28 21_14_56-lv1-33108-20305-4335-2207p0002.png,0
2019-07503-1-3-3_2019-05-29 06_41_43-lv1-36370-19523-6217-5844,2019-07503-1-3-3_2019-05-29 06_41_43-lv1-36370-19523-6217-5844p0004.png,0
2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493,2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493p0007.png,0
2019-10732-1-3-3_2019-05-28 16_55_15-lv1-22659-15031-6959-6124,2019-10732-1-3-3_2019-05-28 16_55_15-lv1-22659-15031-6959-6124p0011.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950p0027.png,0
D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296,D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296p0003.png,0
D20180598601_2019-06-10 13_23_14-lv1-31229-13414-4663-5757,D20180598601_2019-06-10 13_23_14-lv1-31229-13414-4663-5757p0014.png,0
2019-10504-1-1-1_2019-05-28 17_44_07-lv1-28687-3202-15210-8684,2019-10504-1-1-1_2019-05-28 17_44_07-lv1-28687-3202-15210-8684p0013.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0076.png,0
1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175,1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175p0011.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360p0077.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0072.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-38935-29409-9948-4414,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-38935-29409-9948-4414p0020.png,0
2019-07460-1-2-2_2019-05-29 08_55_54-lv1-37722-23968-3349-2585,2019-07460-1-2-2_2019-05-29 08_55_54-lv1-37722-23968-3349-2585p0003.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0004.png,0
1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417,1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417p0007.png,0
2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333,2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333p0016.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899p0017.png,0
2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026,2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026p0009.png,0
2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482,2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482p0013.png,0
2019-06-11 09_15_18-lv1-14414-13849-6581-6338,2019-06-11 09_15_18-lv1-14414-13849-6581-6338p0022.png,0
2019-09674-1-1-1_2019-05-28 20_06_49-lv1-53513-29465-4870-3788,2019-09674-1-1-1_2019-05-28 20_06_49-lv1-53513-29465-4870-3788p0002.png,0
D20190296201_2019-06-10 14_50_28-lv1-29513-27821-9198-12108,D20190296201_2019-06-10 14_50_28-lv1-29513-27821-9198-12108p0071.png,0
2019-06-11 09_15_18-lv1-14414-13849-6581-6338,2019-06-11 09_15_18-lv1-14414-13849-6581-6338p0019.png,0
2019-07502-1-2-2_2019-05-29 07_05_35-lv1-40805-21573-6383-5024,2019-07502-1-2-2_2019-05-29 07_05_35-lv1-40805-21573-6383-5024p0008.png,0
1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417,1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417p0006.png,0
2019-08979-1-5-5_2019-05-28 22_01_00-lv1-42518-23241-6676-7789,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-42518-23241-6676-7789p0012.png,0
1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417,1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417p0005.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-27053-7624-4195-3178,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-27053-7624-4195-3178p0006.png,0
2019-07460-1-1-1_2019-05-29 09_02_42-lv1-41874-3885-3865-2811,2019-07460-1-1-1_2019-05-29 09_02_42-lv1-41874-3885-3865-2811p0008.png,0
2019-05890-1-4-4_2019-05-29 03_52_40-lv1-47737-11154-7802-9929,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-47737-11154-7802-9929p0049.png,0
2019-08979-1-5-5_2019-05-28 22_01_00-lv1-42518-23241-6676-7789,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-42518-23241-6676-7789p0016.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0036.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0001.png,0
2019-08974-1-5-5_2019-05-28 23_17_50-lv1-33952-9759-6526-5268,2019-08974-1-5-5_2019-05-28 23_17_50-lv1-33952-9759-6526-5268p0011.png,0
2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764,2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764p0031.png,0
D20190284802_2019-06-10 15_06_21-lv1-16310-12946-4950-3583,D20190284802_2019-06-10 15_06_21-lv1-16310-12946-4950-3583p0010.png,0
2019-10737-1-6-6_2019-05-28 15_47_35-lv1-19582-23423-8743-5611,2019-10737-1-6-6_2019-05-28 15_47_35-lv1-19582-23423-8743-5611p0032.png,0
2019-06-11 00_58_36-lv1-7052-20394-9882-10259,2019-06-11 00_58_36-lv1-7052-20394-9882-10259p0065.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0027.png,0
2019-07502-1-1-1_2019-05-29 07_14_13-lv1-45320-35367-4644-7384,2019-07502-1-1-1_2019-05-29 07_14_13-lv1-45320-35367-4644-7384p0003.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0065.png,0
2019-11827-1-1-1_2019-05-28 14_14_04-lv1-38890-14353-5119-7083,2019-11827-1-1-1_2019-05-28 14_14_04-lv1-38890-14353-5119-7083p0022.png,0
2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677,2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677p0010.png,0
2019-10296-1-1-1_2019-05-28 18_05_02-lv1-56485-13239-6689-7042,2019-10296-1-1-1_2019-05-28 18_05_02-lv1-56485-13239-6689-7042p0019.png,0
2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861,2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861p0028.png,0
2019-11827-1-1-1_2019-05-28 14_14_04-lv1-37745-31126-5181-7796,2019-11827-1-1-1_2019-05-28 14_14_04-lv1-37745-31126-5181-7796p0038.png,0
2019-10946-1-1-1_2019-05-28 15_40_39-lv1-22021-16267-4506-6971,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-22021-16267-4506-6971p0006.png,0
2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392p0030.png,0
2019-07501-1-1-1_2019-05-29 08_22_25-lv1-8582-14509-4265-3814,2019-07501-1-1-1_2019-05-29 08_22_25-lv1-8582-14509-4265-3814p0012.png,0
2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026,2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026p0022.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-25906-27222-11411-7160,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-25906-27222-11411-7160p0078.png,0
2019-08974-1-4-4_2019-05-28 23_27_16-lv1-43017-11764-6185-6306,2019-08974-1-4-4_2019-05-28 23_27_16-lv1-43017-11764-6185-6306p0004.png,0
D20181284101_2019-06-10 10_53_49-lv1-27192-17731-4406-2579,D20181284101_2019-06-10 10_53_49-lv1-27192-17731-4406-2579p0003.png,0
2019-10213-1-1-1_2019-05-28 18_22_44-lv1-40441-15384-6755-6927,2019-10213-1-1-1_2019-05-28 18_22_44-lv1-40441-15384-6755-6927p0025.png,0
1902386002_2019-06-11 12_23_22-lv1-38745-14876-5611-7177,1902386002_2019-06-11 12_23_22-lv1-38745-14876-5611-7177p0049.png,0
1902160001_2019-06-11 12_36_32-lv1-47122-16946-4823-2643,1902160001_2019-06-11 12_36_32-lv1-47122-16946-4823-2643p0001.png,0
D20181047302_2019-06-10 11_38_18-lv1-29203-11848-4255-4400,D20181047302_2019-06-10 11_38_18-lv1-29203-11848-4255-4400p0013.png,0
2019-06-11 00_58_36-lv1-7052-20394-9882-10259,2019-06-11 00_58_36-lv1-7052-20394-9882-10259p0067.png,0
2019-08261-1-1-1_2019-05-29 01_05_21-lv1-45083-13771-4787-2600,2019-08261-1-1-1_2019-05-29 01_05_21-lv1-45083-13771-4787-2600p0009.png,0
2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026,2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026p0034.png,0
2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137,2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137p0001.png,0
D20180723501_2019-06-10 13_47_37-lv1-15778-1569-3997-4912,D20180723501_2019-06-10 13_47_37-lv1-15778-1569-3997-4912p0021.png,0
2019-07501-1-1-1_2019-05-29 08_22_25-lv1-52486-18921-6002-9460,2019-07501-1-1-1_2019-05-29 08_22_25-lv1-52486-18921-6002-9460p0022.png,0
1902160001_2019-06-11 12_36_32-lv1-42822-14737-4416-4096,1902160001_2019-06-11 12_36_32-lv1-42822-14737-4416-4096p0005.png,0
2019-08976-1-2-2_2019-05-28 22_58_46-lv1-41616-6944-5288-5351,2019-08976-1-2-2_2019-05-28 22_58_46-lv1-41616-6944-5288-5351p0032.png,0
2019-08976-1-4-4_2019-05-28 22_46_07-lv1-37015-6427-4484-5834,2019-08976-1-4-4_2019-05-28 22_46_07-lv1-37015-6427-4484-5834p0009.png,0
1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175,1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175p0016.png,0
2019-06-11 01_00_50-lv1-1956-12720-11095-7901,2019-06-11 01_00_50-lv1-1956-12720-11095-7901p0034.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950p0002.png,0
2019-07503-1-3-3_2019-05-29 06_41_43-lv1-44453-9575-5968-6155,2019-07503-1-3-3_2019-05-29 06_41_43-lv1-44453-9575-5968-6155p0015.png,0
2019-05890-1-2-2_2019-05-29 04_09_56-lv1-19180-17662-3831-3352,2019-05890-1-2-2_2019-05-29 04_09_56-lv1-19180-17662-3831-3352p0007.png,0
2019-06-11 01_00_50-lv1-1956-12720-11095-7901,2019-06-11 01_00_50-lv1-1956-12720-11095-7901p0043.png,0
2019-08974-1-3-3_2019-05-28 23_36_34-lv1-47912-7170-4032-4565,2019-08974-1-3-3_2019-05-28 23_36_34-lv1-47912-7170-4032-4565p0016.png,0
2019-08980-1-1-1_2019-05-28 21_41_50-lv1-52872-25008-3867-3778,2019-08980-1-1-1_2019-05-28 21_41_50-lv1-52872-25008-3867-3778p0011.png,0
2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333,2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333p0009.png,0
